titulo,precio,cantidad_visitas,fecha_publicacion,referencia,m2_constr,m2_utiles,dormitorios,banos,titularanuncio,descripcion_larga,amueblado,alarma,num_pisos,num_plantas,puerta_seguridad,acceso_minusvalido,porteria,terraza,zonas_verdes,planta,garaje,trastero,gastos_comunidad,tiene_piscina,exterior,tipo_fachada,tipo_suelo,calefaccion,aire_acondicionado,antiguedad,ascensor,agua_caliente,estado,emisiones_CO2,consumo_energia,armarios,orientacion,url,nombre_oficina,nuda_propiedad,web,fecha_descarga,tipologia,calle,distrito,cod_distrito,barrio,cod_barrio,codigo_Postal
"Piso en venta en CALLE CACERES, Delicias, Arganzuela",149.0, 2204,19/07/2023,RP2102023116807,33.0, 25 ,1.0,1,,"**RESERVADO**  REDPISO DELICIAS - MENDEZ ÁLVARO, pone a la venta, una 5º planta en CALLE CÁCERES de 33M², la vivienda consta de 1 dormitorio, salón, cocina independiente y baño con plato de ducha. Aire acondicionado en salón y dormitorio. Suelos de gres, paredes lisas, todas las estancias con ventana, doble orientación. La finca actualmente no tiene ascensor, sin embargo hay posibilidad de su colocación a futuro. Está muy bien situada dentro del barrio de Delicias. Muy próximo a calle Embajadores y Paseo de las Delicias donde podrá encontrar todo tipo de comercios, supermercados, colegios, centro de salud y restaurantes. Situada muy próximo al metro y Renfe de Delicias (L3). Comunicado también mediante varias líneas de autobús (8-19-45-47-59-78-85-86-148-247-N13). Próximo a Madrid Río, centro cultural Matadero de Madrid, centro comercial Madrid Río 2 y Museo del Ferrocarril. Ubicado en una zona con todos los servicios, supermercados, entidades bancarias, comercios de todo tipo. Contamos con DCREDIT nuestro departamento financiero, con el que puedes obtener tu asesoramiento personalizado sin compromiso y totalmente gratuito. Obtén toda la información para conocer tus posibilidades, con las mejores opciones y además saber al detalle que gastos conlleva una compraventa. Nos dedicamos a la intermediación financiera para préstamos hipotecarios o personales. Según tu perfil, podemos conseguir financiación hasta el 100%.Trabajamos con todas las entidades bancarias. Aprovecha las condiciones actuales de mercado, no te quedes con dudas y ten a mano toda la información, para ser propietario de una vivienda en el barrio.",,,,,,,,,,,,,,,, Cemento, Gres, Eléctrica,1,,, Individual, Depende del precio,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-caceres-delicias-arganzuela-madrid-madrid-RP2102023116807,DELICIAS,,redpiso,28/10/2024,Piso,CALLE CACERES,Arganzuela,2,Delicias,25,28045
"Piso en venta en Los Rosales, Villaverde",149.0, 741,27/09/2024,RP2372024130690,75.0, 68 ,4.0,1,PISO EN VENTA EN LOS ROSALES,"REDPISO VILLAVERDE BAJO - SAN CRISTOBAL inscrito en el RAIN Nº 000517/20. No dejes pasar la oportunidad de adquirir esta estupenda vivienda en una primera planta de 68 M2, distribuida en: Cuatro dormitorios, salón, cocina amueblada, baño de 4 piezas, con bañera y terraza. La vivienda también cuenta con ventanas de climalit y suelo de tarima. El distrito de Villaverde limita al oeste con el término municipal de Leganés, al sur con el de Getafe, al este con el distrito de Villa de Vallecas a través del límite del río Manzanares, y al norte con el distrito de Usera, separándose de este a través de la autovía de circunvalación de Madrid M-40. La avenida de Andalucía es la comunicación más directa con el centro de Madrid y con las autopistas de circunvalación M-30, M-40 y M-45. También cerca una salida a la M-40. La estación de referencia es Villaverde Bajo, en el este del barrio. Por ella pasan las líneas C-3 y C-4 con frecuencias en días laborables de unos 6 minutos. Unen el barrio con los municipios del sur de la CAM y con el centro de Madrid (Sol, Atocha-Cercanías,...) además de con San Sebastián de los Reyes, Alcobendas, Tres Cantos y Colmenar Viejo.",,,,,,,,,,1.0,,,,,,,,,,Más de 50 años,,,,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-los-rosales-villaverde-madrid-madrid-RP2372024130690,VILLAVERDE BAJO,,redpiso,28/10/2024,Piso,,Villaverde,17,Los Rosales,175,28021
"Piso en venta en AVENIDA CARABANCHEL ALTO, Buenavista, Carabanchel",150.0, 1105,07/08/2024,RP2492024129311,66.0, 63 ,2.0,1,Venta de piso con excelente ubicacion,"REDPISO CARABANCHEL ALTO vende en exclusiva estupendo piso de 66m², tercera planta sin ascensor (ascensor aprobado en junta). Vivienda distribuida en 2 amplios dormitorios, salón independiente con terraza abierta, cuarto de baño con bañera y cocina con terraza cerrada. Los suelos son de tarima, ventanas de aluminio lacadas en blanco. Dispone de calefacción individual. Cuota de comunidad de 47 euros. Su ubicación es excelente, ya que, se encuentra a 1 minuto andando del metro Carabanchel Alto (línea 11) junto a las paradas de autobuses líneas 35, 47 y nocturno N17, más autobuses interurbanos 481, 492, 493, 482, 491. ***De acuerdo con el RD 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",,,,,,,,,,3.0,,,,,, Ladrillo, Tarima normal, Individual,,,, Individual, Depende del precio,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-avenida-carabanchel-alto-buenavista-carabanchel-madrid-madrid-RP2492024129311,CARABANCHEL ALTO,,redpiso,28/10/2024,Piso,AVENIDA CARABANCHEL ALTO,Carabanchel,11,Buenavista,116,28025
"Piso en venta en CALLE SAN MELITON, Vista Alegre, Carabanchel",153.0, 3290,31/01/2024,RP2892024123091,54.0, 43 ,2.0,1,REDPISO OFICINA CARABANCHEL EUGENIA DE MONTIJO VENDE,"REDPISO EUGENIA DE MONTIJO, comercializa EN VENTA vivienda de 2 dormitorios recientemente actualizada, en finca con ascensor. Salón, cocina y baño con plato de ducha. 
Ubicación inmejorable, a una calle de CENTRO DE SALUD NUESTRA SEÑORA DE FATIMA.
Autobuses 34, 35 de la EMT y buses 481, 486 interurbanos. La zona dispone de institutos educativos (ESCUNI, Colegio San Gabriel), centros deportivos (Complejo deportivo Municipal La Mina y Real Club Deportivo Carabanchel), farmacias y comercios varios como: bares, restaurantes, cafeterías, tiendas de alimentación, etc. 
¡Le invitamos a visitar este piso, la vivienda se encuentra en perfecto estado de conservación, es lo que estás buscando! Posibilidad de financiación hasta el 100% - Consulte con nuestro departamento financiero Precio no incluye gastos derivados de la compra del inmueble. REDPISO TU HOGAR NUESTRO COMPROMISO",,,,,,,,,,,,,,,,, Tarima normal, Gas Natural,,,1, Individual, Depende del precio,,,, Este,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-san-meliton-vista-alegre-carabanchel-madrid-madrid-RP2892024123091,CARABANCHEL EUGENIA DE MONTIJO,,redpiso,28/10/2024,Piso,CALLE SAN MELITON,Carabanchel,11,Vista Alegre,114,28025
"Piso en venta en Palomeras Sureste, Puente de Vallecas",154.5, 541,03/09/2024,RP132024129897,63.0,,2.0,1,,"Piso en perfecto estado para entrar a vivir, todo exterior y muy bien orientado. Está compuesto por dos dormitorios (antes 3), salón, cocina, baño y dos terrazas.
Muy bien situado: a sólo 4 minutos de la Avenida de la Albufera, colegios, polideportivos, biblioteca, centros culturales y de salud muy cerca, comercios, ocio y restauración en entorno. Zona con todos los servicios.
Muy buena comunicación: Metro Miguel Hernández (Línea 1) a 5 minutos.
Autobuses (54, 58, 103, 142, 144 y N10). Fácil acceso M40 y M30.",,,,,,,,,,,,,,,1,, Parquet, Gas Natural,,Más de 50 años,,, Perfecto Estado,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-palomeras-sureste-puente-de-vallecas-madrid-madrid-RP132024129897,VALLECAS-MIGUEL HERNANDEZ,,redpiso,28/10/2024,Piso,,Puente de Vallecas,13,Palomeras Sureste,134,28018
Piso en venta en Carabanchel,159.0, 611,01/10/2024,RP2492024130821,81.0, 69 ,2.0,1,Vivienda de dos dormitorios en Carabanchel Alto,"REDPISO CARABANCHEL ALTO vende en exclusiva piso con múltiples posibilidades. Primera planta sin ascensor. La vivienda tiene 69 m² útiles distribuidos en dos dormitorios (antes 3), cocina, amplio salón independiente con terraza abierta, aire acondicionado bomba frio/calor y baño con bañera y ventana. Ventanas de aluminio. Suelos de gres. Calefacción individual de gas natural. El piso se encuentra a 8 minutos andando del Metro (línea 11), varias paradas de autobuses urbanos e interurbanos (líneas 34,35, 47, 139, N17). Cuenta con todos los servicios necesarios para el día a día como supermercados (Día, Aldi, Lidl y Mercadona) y demás comercios, como farmacia, panaderías, bancos y peluquerías. Centro médico (Centro de Salud Primaria Aguacate) y varios centros docentes (República Dominicana, Escolapias, Marianistas Hermanos Amorós, Salesianos), guarderías y academias. A 10 minutos en coche del Centro Comercial de Islazul y con fácil acceso a la Avenida de los Poblados y la M-40. Redpiso Carabanchel Alto, 14º aniversario en el barrio, 2010-2024, ofreciendo los mejores inmuebles y al mejor precio del mercado. 
Oficina formada por un excelente grupo de profesionales a su servicio. Contamos con un departamento financiero propio que le puede gestionar su hipoteca con posibilidad del 100% de financiación si se cumplen las condiciones exigidas. Llámenos y le asesoramos. TOTALMENTE GRATIS. La confianza de un líder. Nosotros sí vendemos. ¡Visite sin compromiso! ***De acuerdo con el RD 515/1989, del 21 de abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",,,,,,,,,,1.0,,,,,, Ladrillo,, Individual,1, 1965,,, Depende del precio,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-carabanchel-madrid-madrid-RP2492024130821,CARABANCHEL ALTO,,redpiso,28/10/2024,Piso,,Carabanchel,11,Buenavista,116,28025
"Piso en venta en CALLE GAVIOTA, Vista Alegre, Carabanchel",160.0, 859,25/04/2024,RP302024125974,63.0, 52 ,2.0,1,¡Tu hogar accesible y acogedor en Carabanchel te espera!,Tenemos el piso que necesitas si lo que buscas es comodidad y accesibilidad.,,,,,,1,,,,,,,,,1,,,,,Más de 50 años,,, Perfecto Estado,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-gaviota-vista-alegre-carabanchel-madrid-madrid-RP302024125974,CARABANCHEL VISTALEGRE-CARPETANA,,redpiso,28/10/2024,Piso,CALLE GAVIOTA,Carabanchel,11,Vista Alegre,114,28025
"Piso en venta en Buenavista, Carabanchel",165.0, 1085,20/09/2024,RP442024130495,70.0, 57 ,3.0,1,¡Atención Inversores!.,"**OPORTUNIDAD DE INVERSIÓN**   
Redpiso ofrece en exclusiva esta estupenda vivienda en Carabanchel Alto.
Actualmente alquilada en 780 €/mes desde el año 2022, garantizando un flujo de ingresos constante.  Esta vivienda se presenta como una oportunidad única para quienes buscan un inmueble en una ubicación inmejorable, con gran potencial de rentabilidad. 
Segunda planta sin ascensor, con orientación noroeste, luminosa y con vistas despejadas de la ciudad.
Con un diseño funcional, la vivienda se distribuye en salón, cocina con tendedero, tres dormitorios y baño con ducha. 
Está equipada con calefacción individual de gas natural que nos proporciona un ambiente cálido y acogedor durante todo el año, los suelos de tarima y las puertas de madera lacadas en blanco que dan un toque de elegancia y las ventanas de climalit que nos garantizan aislamiento térmico.
Ubicación envidiable con acceso a todos los servicios necesarios, como supermercados, colegios, farmacias, bancos, restaurantes, el centro de salud Guayaba y áreas verdes para disfrutar al aire libre. Excelentes Conexiones de Transporte, a tan solo 400 metros a pie de la estación de metro Carabanchel Alto (Línea 6 - circular), disfrutarás de conexiones directas con el intercambiador de transportes de Plaza Elíptica. Además, varias líneas de autobuses de la EMT (108, 118, N16, 47, 121, 131) te permiten moverte con facilidad por la ciudad. Si necesitas desplazarte en coche, la vivienda ofrece una excelente comunicación por carretera con rápido acceso a la M-40, M-45, R5 y A-42 y se encuentra a pocos minutos de los centros comerciales Islazul y Sambil Outlet, lo que te brinda una amplia variedad de tiendas y opciones de entretenimiento. ¡No dejes pasar esta oportunidad! Visita esta vivienda exclusiva sin compromiso y déjate sorprender. En Redpiso nos preocupamos por ti y te ayudamos con todo el proceso. Contamos con un departamento financiero propio que te asesora GRATIS sobre tu hipoteca. Confía en el líder del mercado. ¡Nosotros SÍ vendemos! ¡Llámanos ahora y recibe el mejor asesoramiento sin compromiso! El precio no incluye impuestos, honorarios ni gastos de compraventa.",,,,,,,,,,2.0,,,,,1,,,,,,, Individual,,82 ,389 KW ,, Noroeste,https://www.redpiso.es/inmueble/piso-en-venta-en-buenavista-carabanchel-madrid-madrid-RP442024130495,PAU CARABANCHEL,,redpiso,28/10/2024,Piso,,Carabanchel,11,Buenavista,116,28025
"Piso en venta en CALLE CASTILLO DE SIMANCAS, Simancas, San Blas-Canillejas",165.0, 538,19/08/2024,RP952024129554,50.0,,2.0,1,PARA ENTRAR A VIVIR,"Grupo Inmobiliario Redpiso Simancas vende piso en C/ Castillo de Simancas. Se trata de una 2º planta sin ascensor. Consta de 2 dormitorios,  amplio salón con cocina americana, baño completo con plato de ducha. Todo exterior, muy luminoso. En perfecto estado, para entrar a vivir. Ubicado en zona tranquila, a escasos metros de la boca de metro Simancas (línea 7), junto a comercios de barrio, farmacia, supermercado, etc.",,,,,,,,,,,,,,,1,, Gres,,,Más de 50 años,, Individual, Perfecto Estado,,,, Noreste,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-castillo-de-simancas-simancas-san-blas-canillejas-madrid-madrid-RP952024129554,SIMANCAS,,redpiso,28/10/2024,Piso,CALLE CASTILLO DE SIMANCAS, San Blas-Canillejas,20,Simancas,201,28037
"Piso en venta en CALLE Bentaiga, Pueblo Nuevo, Ciudad Lineal",167.5, 1153,03/07/2024,RP062024128294,58.0, 54 ,2.0,1,PISO DE 2 DORMITORIOS EN LA C/ BENTAIGA PRÓXIMA A LA AVENIDA DE HERMANOS GARCIA NOBLEJAS!,"Grupo Inmobiliario Redpiso Ascao, Vende vivienda en la C/ Bentaiga de 58 m², ENTREPLANTA . Dicha vivienda dispone de 2 dormitorios, salón, cocina y baño. Calefacción eléctrica la finca dispone de cometida de gas natural .Muy buena ubicación, a escaso metro del metro García Noblejas (Línea 7) y del metro de Ascao. Zona muy consolidada con todos los servicios, cuenta con comercios, farmacia, colegio supermercados, cerca se encuentra la Avenida Hermanos García Noblejas y los autobuses 4, 28,70 y 109, que recorren y comunican la zona. ¡Inmejorable zona! Llámenos sin compromiso y coordinamos su visita. ¡No dude en aprovechar esta oportunidad!.",,,,,,,,,,,,,,,1, Ladrillo, Tarima normal, Eléctrica,,Más de 50 años,, Individual,,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-bentaiga-pueblo-nuevo-ciudad-lineal-madrid-madrid-RP062024128294,CIUDAD-LINEAL ASCAO,,redpiso,28/10/2024,Piso,CALLE Bentaiga,Ciudad Lineal,15,Pueblo Nuevo,152,28017
"Piso en venta en PLAZA Vilaflor, Pueblo Nuevo, Ciudad Lineal",170.0, 143,08/10/2024,RP062024131061,58.0, 52 ,1.0,1,¡PISO EN LA PLZ VILAFLOR PRÓXIMO A GARCIA NOBLEJAS!,"Grupo Inmobiliario Redpiso Ascao, Vende vivienda en Plaza de Vilaflor, de 58 m² construidos, 2ª planta CON ASCENSOR EN EJECUCIÓN, distribuida en 1 dormitorio (ANTES 2 DORMITORIOS), salón, cocina y 1 baño. Exterior con ventanas de aluminio dobles en todas sus dependencias, el suelo del salón y dormitorio es de moqueta, baño y cocina suelo de gres. Dispone de aire acondicionado con bomba de calor y frío en el salón y calefacción eléctrica. PARA REFORMAR. Muy Buena ubicación a 100 metros de García Noblejas(línea 7), líneas de autobuses que recorren y comunican la zona con la Avenida Hermanos García Noblejas (70-28). Zona muy consolidada con todos los servicios, cuenta con comercios, farmacia, colegio supermercados, ¡Inmejorable zona! Llámenos sin compromiso y coordinamos su visita. ¡No dudes en aprovechar esta oportunidad!",,,,,,,,,,2.0,,,,,1, Ladrillo, Gres, Gas Natural,1,,, Individual, A reformar,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-plaza-vilaflor-pueblo-nuevo-ciudad-lineal-madrid-madrid-RP062024131061,CIUDAD-LINEAL ASCAO,,redpiso,28/10/2024,Piso,PLAZA Vilaflor,Ciudad Lineal,15,Pueblo Nuevo,152,28017
"Piso en venta en CALLE BLAS CABRERA, Las Águilas, Latina",172.5, 609,11/10/2024,RP312024131182,64.0, 62 ,2.0,1,,"REDPISO LAS ÁGUILAS vende en exclusiva vivienda PARA ENTRAR A VIVIR situada en la Calle Blas Cabrera. Planta baja sin ascensor. Distribuida en dos amplios dormitorios (antes 3), amplio salón de paso, cuarto de baño con plato de ducha y bidé, cocina y hall. Suelos de tarima. Calefacción individual eléctrica. A tan sólo 15 minutos de la Estación de Renfe Maestra Justa Freire- Polideportivo Aluche y del Intercambiador de Aluche. Vivienda próxima a las líneas de autobús 17, 138, 139, 34 y N 19. Rodeada de todos los servicios: Mercado de las Águilas, Galería de Alimentación Valle Inclán, Centro de Salud, guardería, bancos, farmacias, biblioteca, colegios, restauración. 
Redpiso Las Águilas, 14º aniversario en el barrio, 2010-2024, ofreciendo los mejores inmuebles y al mejor precio del mercado, formada por un grupo de profesionales a su servicio. Contamos con un departamento financiero propio que le puede gestionar su hipoteca con posibilidad del 100% de financiación si se cumplen las condiciones exigidas. Llámenos y le asesoramos. TOTALMENTE GRATIS. La confianza de un líder. 
El precio reflejado no incluye los gastos de la compraventa: ITP máximo un 6% en la CC.MM, honorarios 3% + IVA, gestoría, registro y notaría entre 2.000€ -2.500€.
Nosotros sí vendemos.",,,,,,,,,,,,,,,1, Ladrillo, Tarima normal, Eléctrica,,,, Individual, Perfecto Estado,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-blas-cabrera-las-aguilas-latina-madrid-madrid-RP312024131182,LAS AGUILAS,,redpiso,28/10/2024,Piso,CALLE BLAS CABRERA,Latina,10,Las Águilas,107,28044
