title;url;P;precio;precio_anterior;descuento;EUR/m2;m2_constr;ciudad;distrito;cod_distrito;barrio;cod_barrio;zona;calle;title2;consumoce_ano;letrace;emisiones_co2;tipologia;propiedad_completa;estado;amueblado;planta;habitaciones;dormitorios;banos;balcon;terraza;garaje;trastero;ascensor;porteria;acceso_minusv;calefaccion;ano_construccion;plantas_edificio;aire_acondicionado;jardin;gastos_comunidad;inmueble_ingresos;alquiler_opcion_a_compra;disponibilidad;usufructo;nuda_propiedad;derecho_superficie;sup_comercial;tipo_inmueble;armario_empotrado;buhardilla;cancha_tenis;carpinteria_exterior_doble_vidrio/pvc;carpinteria_exterior_doble_vidrio/madera;carpinteria_exterior_doble_vidrio/metal;carpinteria_exterior_triple_vidrio/madera;carpinteria_exterior_triple_vidrio/metal;carpinteria_exterior_vidrio/pvc;carpinteria_exterior_vidrio/madera;carpinteria_exterior_vidrio/metal;chimenea;cocina_1;fibra_optica;hidromasaje;instalacion_tv_centralizada;instalacion_tv_individual;exterior;interior;interior_y_exterior;orientacion_este;orientacion_norte;orientacion_norte,_sur;orientacion_oeste;orientacion_sur;orientacion_sur,_este;piscina;porton_electrico;puerta_blindada;sistema_alarma;videoportero;lujosa;read_all
Ático 115 m², Prosperidad, Madrid;https://www.indomio.es/anuncios/96961007/;695.000;695000;;;6.043;115;Madrid; Chamartín;5;Prosperidad;52;Prosperidad;;Ático 115 m²;desconocido;;No indicado;Ático;;;;;2;2.0;1;;;;No;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Este ático de 115 m2 se encuentra ubicado, en el distrito de Chamartín, Madrid. Es una excelente oportunidad para reformar y lograr rentabilidad, este inmueble cuenta con 2 dormitorios, 1 baño y una terraza de 15,00 metros con vistas despejadas. En origen se distribuía en 3 dormitorios.La luminosidad es una de las principales características de esta propiedad, ya que es exterior y cuenta con una orientación sur que garantiza la entrada de luz natural durante todo el día. Además, la terraza tiene orientación sur y oeste, lo que permite disfrutar de agradables momentos al aire libre con vistas panorámicas.El ático se encuentra en un edificio con ascensor y portero, lo que brinda comodidad y seguridad a los residentes. La calefacción es central, lo que asegura una temperatura agradable en todas las estaciones del año.En cuanto a la ubicación, este inmueble se encuentra cerca de varios servicios y comodidades. Muy cercanos se encuentran prestigiosos colegios, lo que lo convierte en una opción atractiva para familias con niños en edad escolar. Además ofrece una amplia variedad de tiendas, restaurantes y opciones de entretenimiento.Esta vivienda se encuentra en un Barrio conocido por su ambiente tranquilo y familiar, con calles arboladas y una gran cantidad de servicios cercanos. Además, se encuentra cerca del Parque de Berlín, un espacio verde ideal para pasear y disfrutar de la naturaleza.En resumen, este ático es una excelente oportunidad para aquellos que buscan un inmueble con potencial de reforma y rentabilidad. Su ubicación conveniente, cercana a colegios, centros comerciales y opciones de transporte, lo convierte en una opción atractiva para aquellos que buscan comodidad y calidad de vida en Madrid.GILMAR es una reconocida compañía inmobiliaria con más de 35 años de experiencia en el mercado. Desde 1983, hemos ayudado a nuestros clientes a encontrar la casa de sus sueños, brindando un servicio personalizado y profesional. Si desea obtener más información sobre este ático en Prosperidad, por favor, facilítenos la referencia 204213 y estaremos encantados de ayudarle.Para más información, puede ponerse en contacto con nuestro equipo en la oficina de Avda. América, ubicada en C/ López de Hoyos esq. Corazón de María. También puede contactarnos por teléfono al 91 771 77 99 o por correo electrónico a avenidaamerica@gilmar.es. Estaremos encantados de atenderle y proporcionarle todos los detalles que necesite sobre este inmueble.
Piso de cuatro habitaciones Cl San Nazario, Prosperidad, Madrid;https://www.indomio.es/anuncios/96991489/;829.000;829000;;;4.251;195;Madrid; Chamartín;5;Prosperidad;52;Prosperidad;;Piso de cuatro habitaciones Cl San Nazario;desconocido;;No indicado;Piso;;;;;4;4.0;2;;;1 en aparcamiento/garaje público;;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Housfy vende piso en Chamartín, Madrid, un inmueble con amplias posibilidades de reforma.Detalles del inmueble:-1º planta exterior con ascensor en finca de  1967.- Estupendo inmueble de 195 m2 en Prosperidad. (Los metros cuadrados están verificados con la Dirección General de Catastro)-Amplias posibilidades de reforma, actualmente destinado a oficinas.- Exterior.- Ascensor.- Muy bien comunicado, cercano a paradas de transporte público.No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños.El precio de venta no incluye gastos de la compraventa como notaría, registro, impuestos, ni tampoco honorarios agencia. Esta publicación no es vinculante. Consulta siempre la nota simple con Housfy antes de formalizar la compraventa.Sobre nosotrosHousfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico.¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy.com
Piso de una habitación Calle Del Padre Francisco Palau Y Quer, Castilla, Madrid;https://www.indomio.es/anuncios/96951971/;340.000;340000;;;8.5;40;Madrid; Chamartín;5;Castilla;56;Castilla;calle del padre francisco palau y quer;Piso de una habitación Calle Del Padre Francisco Palau Y Quer;desconocido;D;Inclasificable;Piso;;Bueno / Habitable;;;1;1.0;1;No;;;;No;;;Individual;1960.0;;Individual;;€ 60/mes;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;1;Acogedor apartamento en venta en la encantadora zona de Castilla, Chamartín, Madrid. Con una superficie de 40.0 metros cuadrados, esta propiedad cuenta con 1 dormitorio y 1 baño, perfecto para una pareja o una persona soltera. El edificio fue construido en 1960 y ofrece comodidades como acceso para personas con movilidad reducida y un intercomunicador. El apartamento está listo para mudarse y cuenta con aire acondicionado, calefacción eléctrica y un trastero adicional para mayor conveniencia. Disfrute de vistas al exterior y la tranquilidad de tener certificado energético clase D. No pierda esta oportunidad de adquirir un hogar acogedor en una ubicación privilegiada. Contáctenos hoy mismo para programar una visita.Esta propiedad es una de tres que se venden en conjunto a 1.000. 000€.
Piso de dos habitaciones 181 m², Nueva España, Madrid;https://www.indomio.es/anuncios/96941933/;1.650.000;1650000;;;9.116;181;Madrid; Chamartín;5;Nueva España;55;Nueva España;;Piso de dos habitaciones 181 m²;desconocido;;No indicado;Piso;;;;1;2;2.0;2;;;;No;;;;;;;;;;;;;;;;362.0;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;1;Descubra esta exclusiva propiedad en planta baja, situada en una urbanización cerrada con piscina, que combina diseño contemporáneo y comodidad. Con 181 m construidos, esta vivienda destaca por su reforma integral, realizada con materiales de primera calidad y una distribución excepcionalmente funcional que garantiza espacios luminosos y acogedores.El interior ofrece un amplio salón comedor con un gran ventanal que conecta visualmente con la piscina, creando un ambiente de tranquilidad y estilo. Una elegante cocina independiente con acabados premium puede transformarse en abierta gracias a una puerta corredera, y cuenta con una zona de office y acceso al jardín privado. La zona de noche incluye dos dormitorios, el principal con vestidor y baño en suite, y se complementa con tecnología avanzada como domótica, calefacción y home cinema. Además, dispone de una plaza de garaje y trastero.Ubicada en una de las mejores áreas de Madrid, la vivienda se encuentra rodeada de servicios como colegios, hospitales, supermercados y zonas de ocio. Su excelente conectividad incluye transporte público cercano y rápido acceso a la M-30, la estación de Chamartín y el aeropuerto.Adquirir esta propiedad significa optar por calidad de vida, exclusividad y ubicación estratégica. En Walter Haus, estamos listos para ofrecerle un servicio personalizado y acompañarlo en cada paso de este proceso. Contáctenos para concertar una visita!
Piso de cuatro habitaciones 144 m², Ciudad Jardín, Madrid;https://www.indomio.es/anuncios/97004183/;835.000;835000;;;5.799;144;Madrid; Chamartín;5;Ciudad Jardín;53;Ciudad Jardín;;Piso de cuatro habitaciones 144 m²;desconocido;;No indicado;Piso;;;;;4;4.0;2;;;;No;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Gilmar Consulting Inmobiliario presenta en exclusiva esta acogedora y magnifica vivienda exterior y en altura, en el fantástico barrio de Ciudad Jardín.La vivienda dispone de 144 m2 construidos, con una magnífica luz natural. Actualmente dispone de cuatro dormitorios y dos baños completos. La cocina es individual y esta amueblada. El salón comedor altamente luminoso y de buen tamaño, terraza y armarios empotrados de gran capacidad. Los suelos de la vivienda son en madera y gres. Calefacción central con contador individual y aire acondicionado, buena altura de techos. Amplio trastero de 12 m2. Este inmueble nos permite realizar todo tipo de reforma ya que no tiene muros de cargas.La vivienda se encuentra muy bien comunicada, con variadas opciones de transporte público y rápido acceso a la M-30 y la A-2.La zona ofrece una amplia oferta de servicios, supermercados, tiendas, restaurantes, colegios, parques y áreas verdes para disfrutar del aire libre. Ideal para aquellos que buscan una zona residencial tranquila dentro de la M30 y a escasos minutos andando de Príncipe de Vergara.
Piso de tres habitaciones segunda planta, El Viso, Madrid;https://www.indomio.es/anuncios/96969389/;1.560.000;1560000;;;8.525;183;Madrid; Chamartín;5;El Viso;51;El Viso;;Piso de tres habitaciones segunda planta;desconocido;;No indicado;Piso;;;;2;3;3.0;3;;;1 en garaje privado;;Sí;;;;;;Individual, frío;Sin jardín;;;;Libre;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;1;Este inmueble tiene un total de 183 m2 distribuidos en amplias estancias, con mucha luminosidad y muy tranquilo. La vivienda tiene 3 amplios dormitorios con baño en suite, vestidor, una bonita cocina y un gran salón. Además, el precio incluye un trastero y una plaza de garaje.Está en una de las zonas más bonitas y elegantes de Madrid, en Santiago Bernabéu, el Viso. Es ideal para familias y también una gran oportunidad de inversión. Está muy bien comunicado con transporte público y carretera. Además tiene todos los servicios necesarios en las proximidades como: restaurantes, tiendas, mercados, parques, colegios y farmacias.No dude en contactarnos si le interesa este inmueble. Tenemos muchas más casas, pisos, chalets, fincas, locales comerciales y parcelas en alquiler y venta en Madrid.Gracias por considerarnos su inmobiliaria de confianza en Madrid.
Piso de cuatro habitaciones buen estado, séptima planta, Hispanoamérica, Madrid;https://www.indomio.es/anuncios/96933317/;1.985.000;1985000;;;14.078;141;Madrid; Chamartín;5;Hispanoamérica;54;Hispanoamérica;;Piso de cuatro habitaciones buen estado, séptima planta;desconocido;;No indicado;Piso;;Bueno / Habitable;Sí;7;4;4.0;3;;;1 en aparcamiento/garaje público;Sí;Sí;;;Individual;;;Individual, frío/calor;Jardín privado;;;;;;;;1.902;;0;;0;0;;0;0;;0;;0;1;;0;;0;0;0;;0;0;;;;0;;1;0;0;0;0;1;Atención! Exclusivo piso en Paseo de la Habana.Esta joya inmobiliaria se encuentra en una urbanización privada y muy exclusiva, ideal para quienes buscan tranquilidad, seguridad y comodidad.Características únicas: Jardín de 6.500 m con césped y un pinar con árboles centenarios, perfecto para relajarse. Piscina grande y otra infantil. Gimnasio equipado y una zona de juegos para niños. Urbanización silenciosa y muy cuidada, con seguridad 24 horas y dos garitas de conserjes. Situado en la 7ª planta con una orientación suroeste que ofrece vistas despejadas espectaculares. Terraza privada de 1,5 x 5,5 m. Trastero y plaza de garaje amplia para coche y moto, con un acceso cómodo y sin maniobras.La vivienda, en muy buen estado y equipada con electrodomésticos nuevos, permite una fácil redistribución interna, ya que no hay muros de carga. Aunque puede necesitar una actualización, no requiere una reforma integral.Con más de 40 años de historia en esta propiedad, ha sido un hogar perfecto y ahora se presenta como una inversión sólida y el lugar ideal para vivir.No pierdas esta oportunidad! #ref:VR-251024-MC
Piso de cuatro habitaciones Calle de Federico Salmón, Nueva España, Madrid;https://www.indomio.es/anuncios/96940401/;1.100.000;1100000;;;5.238;210;Madrid; Chamartín;5;Nueva España;55;Nueva España;calle de federico salmon;Piso de cuatro habitaciones Calle de Federico Salmón;desconocido;;No indicado;Piso;;;;;4;4.0;3;;;2 en aparcamiento/garaje público;;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Housfy vende piso en Chamartín, Madrid, perfecto para personas que busquen un lugar cómodo para su día a día.Características:-2º planta exterior en finca con ascensor y portero físico de 1975.- Estupendo piso de 210 m2 en Nueva España. (Los metros cuadrados están verificados con la Dirección General de Catastro)- Acogedor salón-comedor con amplio espacio de luz natural, siendo además, un espacio agradable estupendo para visitas de amigos y familiares.-Acceso a gran terraza con bonitas vistas al Club Tenis Chamartín.- Con una práctica cocina independiente con acceso a despensa/zona de lavandería y zona de desayuno.- La vivienda dispone de 4 habitaciones y 3 baños completos. (2 baños en suite).-Dispone de armarios empotrados.-2 plazas de garajes con acceso directo y trastero de 12mts2.-Orientación Sur, Este, Norte.No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños.El precio de venta no incluye gastos de la compraventa como notaría, registro, impuestos, ni tampoco honorarios agencia. Esta publicación no es vinculante. Consulta siempre la nota simple con Housfy antes de formalizar la compraventa.Sobre nosotrosHousfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico.¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy.com
Dúplex 400 m², Hispanoamérica, Madrid;https://www.indomio.es/anuncios/96969423/;4.800.000;4800000;;;12.0;400;Madrid; Chamartín;5;Hispanoamérica;54;Hispanoamérica;;Dúplex 400 m²;desconocido;;No indicado;Dúplex;;;Sí;2;4;4.0;3+;;;1 en garaje privado;;Sí;;;;;;Individual, frío;Jardín comunitario;;;;Libre;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;1;Se trata de un maravilloso y lujoso dúplex en el barrio de Hispanoamérica, Chamartín. Esta es una de las zonas más prestigiosas y demandadas de Madrid. El inmueble tiene un total de 400 m2 distribuidos en: la planta baja, con elegante hall recibidor, 1 dormitorio con baño y 1 aseo, un salón de doble altura con techos de 5,70 metros y amplia cristalera, y una terraza de más de 100 m con el comedor, jardín y piscina privada. También en esta planta hay un dormitorio con baño privado y un aseo de cortesía. Se accede a la segunda planta por escalera o ascensor,  donde encontramos  un amplio comedor con espectaculares vistas, cocina totalmente equipada  y 3 dormitorios en suite, uno de los cuales tiene terraza privada. En el precio se incluye plaza de garaje, trastero y acceso a gimnasio, jardines y servicios de portería.No dude en contactarnos si le interesa este inmueble. Tenemos muchas más casas, pisos, chalets, fincas, locales comerciales y parcelas en alquiler y venta en Madrid.Gracias por considerarnos como su agente inmobiliario en Madrid.
Piso de cuatro habitaciones 380 m², El Viso, Madrid;https://www.indomio.es/anuncios/96891445/;3.480.000;3480000;;;9.158;380;Madrid; Chamartín;5;El Viso;51;El Viso;;Piso de cuatro habitaciones 380 m²;desconocido;;No indicado;Piso;;;;;4;4.0;3+;;;;No;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;1;Reformado-Amueblado-Luminoso en CastellanaBARNES presenta esta propiedad  en la zona de la Castellana, una verdadera joya que ofrece un estilo de vida lujoso y cómodo. Con una superficie exterior de 380 metros cuadrados, este hogar está diseñado para disfrutar al máximo de la luminosidad natural que inunda cada rincón.Al ingresar, te recibe un amplio hall de entrada que conduce a un inmenso salón comedor. Los ventanales de este espacio principal inundan el ambiente con luz natural, creando una atmósfera acogedora y luminosa. La cocina, que puede integrarse al salón o independizarse con una puerta corrediza, está totalmente equipada y cuenta con un comedor auxiliar y una isla, ofreciendo un espacio perfecto para la preparación de alimentos y reuniones informales.Además, el diseño de la propiedad incluye un espacio para despacho o biblioteca, proporcionando un ambiente tranquilo y productivo para el trabajo o el estudio. La habitación principal es simplemente impresionante, con un espectacular vestidor y un baño en suite que incluye duchas separadas y una bañera, brindando un oasis de relajación y confort.La propiedad cuenta con un total de 4 habitaciones, cada una con su propio baño en suite, garantizando privacidad y comodidad para todos los residentes. Además, ofrece comodidades modernas como aislamiento térmico, calefacción central y climatización oculta, asegurando un ambiente agradable durante todo el año. También incluye trastero y servicio de portero las 24 horas, proporcionando seguridad y conveniencia adicional.Situada en la exclusiva zona de la Castellana, esta propiedad ofrece un entorno privilegiado con fácil acceso a una amplia gama de servicios y comodidades. La Castellana es conocida por sus elegantes calles arboladas, boutiques de lujo, restaurantes de primera clase y una vibrante vida cultural. Además, su ubicación céntrica brinda una excelente conectividad con el resto de la ciudad, facilitando el acceso a cualquier destino dentro y fuera de Madrid.En resumen, esta propiedad en venta en la Castellana ofrece una combinación perfecta de elegancia, comodidad y exclusividad, proporcionando un estilo de vida de lujo incomparable en el corazón de Madrid
Piso de dos habitaciones primera planta, Ciudad Jardín, Madrid;https://www.indomio.es/anuncios/96969421/;350.000;350000;;;5.833;60;Madrid; Chamartín;5;Ciudad Jardín;53;Ciudad Jardín;;Piso de dos habitaciones primera planta;desconocido;;No indicado;Piso;;;Sí;1;2;2.0;1;;;;;Sí;;;Central;;;Individual, frío;Sin jardín;;;;Libre;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;El inmueble tiene un total de 65 m2 distribuidos en una cocina independiente totalmente equipada, 2 dormitorios con aire acondicionado independiente y 1 baño. Se trata de un apartamento de estilo  clásico, coqueto y acogedor, en una zona tranquila de Madrid. Además, es muy luminoso con ventanas al exterior. Tiene capacidad total de 5 personas, con 1 dormitorio con cama doble, 1 dormitorio con cama individual, y el sofá cama doble. Cuenta con todos los servicios necesarios en la zona, desde restaurantes, colegios, tiendas, universidades, farmacias, etc. Está muy bien comunicado con transporte público y rodeado de parques como el Parque de Berlín. No dude en contactarnos si le interesa este inmueble. Tenemos muchas más casas, pisos, chalets, fincas, locales comerciales y parcelas en alquiler y venta en Madrid.Gracias por considerarnos como su agencia inmobiliaria de confianza en Madrid.
Casa adosada Barrio Entrevías, Entrevías, Madrid;https://www.indomio.es/anuncios/96966859/;173.900;173900;;;1.932;90;Madrid; Puente de Vallecas;13;Entrevías;131;Entrevías;;Casa adosada Barrio Entrevías;desconocido;;Inclasificable;Casa adosada;;Para reformar;;;3;3.0;2;Sí;Sí;;;;;;Individual;;2.0;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;"ATENCIÓN! Chalet familiar y acogedor para familias situado en zona netamente residencialLa vivienda cuenta con una distribución de planta baja, 1º planta y jardin; todas las estancias cuentan con luz natural por lo que es muy agradable y reduce costes de electricidad. La propiedad requiere de reforma donde tendrás la oportunidad de adaptarla a tus gustos y preferencias. Facilitamos proyecto de rehabilitación virtual digital para que puedas observar todo el potencial que nos ofrece esta vivienda. ¿Porque vivir en Vallecas? Tiene una excelente ubicación a tan solo 20 minutos de la puerta del Sol en transporte público, 10 minutos a la estación de Atocha, en cercanías son 5 minutos a Atocha y 10 a la Puerta del Sol.Si buscas identidad, un ambiente trabajador y sobretodo que albergue una gran riqueza cultural y HUMANA no tiene mas que desplazarse a Puente de Vallecas - Entrevias Asamblea de Madrid.Vivir en Vallecas es autenticidad, identidad y familiaridad muy diverso en lo gastronómico, cultural y entretenimiento sin dejar de obtener una gran diversidad de oferta educativa y sanitaria. Nota: infografías corresponden a un proyecto de reforma e interiorismo no incluidos en el precio. Consulte proyecto completo sin coste y adapte la vivienda a sus gustos y necesidades."
Piso de cuatro habitaciones Travesía De Felipe De Diego, Palomeras Bajas, Madrid;https://www.indomio.es/anuncios/97012131/;270.000;270000;;;2.571;105;Madrid; Puente de Vallecas;13;Palomeras Bajas;133;Palomeras Bajas;;Piso de cuatro habitaciones Travesía De Felipe De Diego;desconocido;;Inclasificable;Piso;;Bueno / Habitable;;5;4;4.0;2;Sí;Sí;1 en garaje privado;;Sí;;;Individual;;;Individual;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Alpha Hogares PRESENTA IMPRESIONANTE PISO, MUY LUMINOSOSe vende amplio y luminoso piso de 105 m² construidos en el corazón del barrio de Puente de Vallecas. Esta vivienda cuenta con 4 habitaciones, 2 baños completos, terraza y tendedero. Los suelos son de parque en el salón, pasillo y habitaciones, mientras que la cocina, los baños, la terraza y el tendedero tienen suelo de gres. Dispone de armarios empotrados, paredes con gotelé y carpintería exterior de aluminio lacado en blanco, mientras que las puertas interiores son de madera de sapelly. Además, está equipada con calefacción individual de gas natural y aire acondicionado. La finca cuenta con ascensor y el garaje está incluido en el precio.La ubicación es excelente, con todos los servicios a la mano y una excelente conexión al transporte público. A pocos minutos a pie se encuentran las paradas de autobuses de las líneas 57, 144, 136 y N11, así como la estación de metro Alto del Arenal (Línea 1). Además, la estación de cercanías El Pozo, con las líneas C2 y C7, está muy cerca.En un radio de 500 metros, encontrarás todo lo que necesitas para tu día a día. La zona cuenta con centros educativos, como la Escuela Infantil Retamar y el Colegio Palomeras Bajas, así como una gran variedad de comercios, bares y restaurantes. Además, tendrás a tu alcance supermercados para hacer tus compras diarias y el Parque de Palomeras Bajas, perfecto para disfrutar del aire libre. También está el Centro de Salud Vicente Soldevilla, que garantiza comodidad y bienestar.¡No pierdas la oportunidad de vivir en esta zona consolidada, con todas las comodidades y una excelente conexión con el resto de Madrid! Visítalo sin compromiso.Gastos de escrituración y honorarios por intermediación no incluidos.Con nosotros, tiene de forma TOTALMENTE GRATUITA, el Asesoramiento Financiero y Fiscal. Además, contamos con una infraestructura creada con AUTÉNTICOS PROFESIONALES, dedicados por entero a garantizar un buen servicio para que compre con total confianza y garantía.En Alpha Hogares, nos encargamos de que el buen trato, la profesionalidad y una perfecta gestión estén a la orden del día, lo cual nos hace ser grandes profesionales.Consúltenos sin compromiso alguno, será un placer atenderle y ayudarle a encontrar, no solo su vivienda perfecta, sino su mejor inversión.LLAMA SIN COMPROMISO. ¡ESTAREMOS ENCANTADOS DE ATENDERLE!
Piso de una habitación Calle Dulce Nombre De María, Numancia, Madrid;https://www.indomio.es/anuncios/96997339/;160.000;160000;;;2.909;55;Madrid; Puente de Vallecas;13;Numancia;136;Numancia;calle dulce nombre de maria;Piso de una habitación Calle Dulce Nombre De María;desconocido;;Inclasificable;Piso;;Bueno / Habitable;;2;1;1.0;1;No;;;;Sí;;;Individual;2008.0;;Individual;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Alpha Hogares VENDE FABULOSO APARTAMENTO, MUY LUMINOSO Y PARCIALMENTE AMMUEBLADO. CUENTA CON 50 metros, ubicado en Numancia, cerca del Mercado de Doña Carlota. Es una segunda planta con ascensor. Se distribuye en una cómoda entrada, salón muy acogedor con pequeño comedor y aire acondicionado. Ventanas Climalit en toda la casa. Cocina reformada con todos los electrodomésticos, un dormitorio con armario empotrado y aire acondicionado. Cuenta con TRASTERO.Los suelos de toda la casa son de tarima excepto baño y cocina que son de gres. El piso se VENDE parcialmente amueblado y con la cocina equipada. La calefacción es individual eléctrica con radiadores de bajo consumo. MUY LUMINOSO.Posee excelente ubicación. Cercano al Metro de Numancia y Portazgo, rodeado de todos los servicios, colegios, comercios, centro de salud, bares y restaurantes, autobuses (113-8).Gastos de escrituración y honorarios por intermediación no incluidos.Con nosotros, tiene de forma TOTALMENTE GRATUITA, el Asesoramiento Financiero y Fiscal. Además, contamos con una infraestructura creada con AUTÉNTICOS PROFESIONALES, dedicados por entero a garantizar un buen servicio para que compre con total confianza y garantía.En Alpha Hogares, nos encargamos de que el buen trato, la profesionalidad y una perfecta gestión estén a la orden del día, lo cual nos hace ser grandes profesionales.Consúltenos sin compromiso alguno, será un placer atenderle y ayudarle a encontrar, no solo su vivienda perfecta, sino su mejor inversión.LLAMA SIN COMPROMISO. ¡ESTAREMOS ENCANTADOS DE ATENDERLE!
Piso de dos habitaciones Carlos Aurioles, San Diego, Madrid;https://www.indomio.es/anuncios/96986937/;120.000;120000;;;2.222;54;Madrid; Puente de Vallecas;13;San Diego;132;San Diego;;Piso de dos habitaciones Carlos Aurioles;desconocido;;No indicado;Piso;;;;;2;2.0;1;;No;;Sí;Sí;;;;2008.0;;;Sin jardín;;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;1. Piso  Piso en Madrid zona Vallecas-san diego, 54.00 m. de superficie, una habitación doble y una habitación sencilla, un baño, propiedad en Buen estado, carpinteria interior de madera, carpinteria exterior de aluminio / climalit. Extras: armarios empotrados, ascensor, calefaccion, trastero, autobuses, centros comerciales, centros médicos, colegios, metro
Piso de dos habitaciones Calle Lopez Grass, Numancia, Madrid;https://www.indomio.es/anuncios/97009263/;155.000;155000;;;2.627;59;Madrid; Puente de Vallecas;13;Numancia;136;Numancia;calle lopez grass;Piso de dos habitaciones Calle Lopez Grass;desconocido;;No indicado;Piso;;Para reformar;;;2;2.0;;;No;;No;Sí;Portero todo el día;;;1960.0;;;Sin jardín;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Bien comunicado !Piso de 59 m para reformar a la venta en el distrito de Puente de Vallecas, Madrid.La vivienda est distribuida en saln-comedor, dos dormitorios, cocina independiente, cuarto de bao y vestbulo.Cuenta con suelos de gres y ventanas de aluminio. Precisa reforma para entrar a vivir, pero ofrece muchas posibilidades. Es una planta baja en un bloque sin ascensor.Buenas comunicaciones por carretera (M-30 y A-3) y transporte pblico. Junto a la estacin de metro 'Portazgo' y varias paradas de autobs en 'calle Sierra Toledana'.Prximo a todo tipo de servicios e infraestructuras como centros educativos (IES Numancia de Madrid), instalaciones deportivas (Campo Futbol CD Tajamar), comercios, supermercados, restaurantes, zonas verdes (Cerro del To Po)...SIN COMISIN
